player_id,player_name,transfers_date,transfer_fee,transfers_teams_in_id,transfers_teams_in_name,transfers_teams_out_id,transfers_teams_out_name,season_of_transfer,transfers_window,player_firstname,player_lastname,player_age,player_birth_date,player_birth_place,player_birth_country,player_nationality,player_height,player_weight,player_injured,player_photo,statistics_team_id,statistics_team_name,statistics_team_logo,statistics_league_id,statistics_league_name,statistics_league_country,statistics_league_logo,statistics_league_flag,statistics_league_season,statistics_games_appearences,statistics_games_lineups,statistics_games_minutes,statistics_games_number,statistics_games_position,statistics_games_rating,statistics_games_captain,statistics_substitutes_in,statistics_substitutes_out,statistics_substitutes_bench,statistics_shots_total,statistics_shots_on,statistics_goals_total,statistics_goals_conceded,statistics_goals_assists,statistics_goals_saves,statistics_passes_total,statistics_passes_key,statistics_passes_accuracy,statistics_tackles_total,statistics_tackles_blocks,statistics_tackles_interceptions,statistics_duels_total,statistics_duels_won,statistics_dribbles_attempts,statistics_dribbles_success,statistics_dribbles_past,statistics_fouls_drawn,statistics_fouls_committed,statistics_cards_yellow,statistics_cards_yellowred,statistics_cards_red,statistics_penalty_won,statistics_penalty_commited,statistics_penalty_scored,statistics_penalty_missed,statistics_penalty_saved,performance_metric,transfer_type
47,Toni Moya,2021-07-01,0.0,542,Alaves,530.0,Atletico Madrid,2021,Summer,Antonio,Moya Vega,25,1998-03-20,Mérida,Spain,Spain,180.0,78.0,0,https://media-2.api-sports.io/football/players/47.png,542,Alaves,https://media-2.api-sports.io/football/teams/542.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2021,28.0,17.0,1386.0,NULL,Midfielder,6.677777,0,11.0,13.0,20.0,8.0,2.0,0.0,0.0,1.0,NULL,509.0,23.0,13.0,23.0,5.0,20.0,154.0,63.0,25.0,20.0,NULL,10.0,27.0,2.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.29214557548299835,Spanish
18742,M. Doherty,2023-01-31,0.0,530,Atletico Madrid,47.0,Tottenham,2022,Winter,Matthew James,Doherty,31,1992-01-16,Dublin,Republic of Ireland,Republic of Ireland,185.0,80.0,0,https://media-2.api-sports.io/football/players/18742.png,530,Atletico Madrid,https://media-3.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2022,2.0,0.0,16.0,NULL,Defender,6.2,0,2.0,0.0,19.0,NULL,NULL,0.0,0.0,NULL,NULL,8.0,NULL,2.0,NULL,NULL,NULL,1.0,NULL,NULL,NULL,NULL,NULL,1.0,0.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.20666666666666667,Foreign
47295,Moya,2018-02-27,NULL,548,Real Sociedad,530.0,Atletico Madrid,2017,Other,Miguel Ángel,Moya Rumbo,37,1984-04-02,Binissalem,Spain,Spain,188.0,83.0,0,https://media-3.api-sports.io/football/players/47295.png,548,Real Sociedad,https://media-1.api-sports.io/football/teams/548.png,140,La Liga,Spain,https://media-2.api-sports.io/football/leagues/140.png,https://media-2.api-sports.io/flags/es.svg,2017,9.0,9.0,765.0,NULL,Goalkeeper,6.855555,0,0.0,1.0,2.0,0.0,0.0,0.0,8.0,NULL,25.0,250.0,0.0,72.0,NULL,0.0,2.0,4.0,2.0,0.0,0.0,NULL,0.0,1.0,0.0,0.0,0.0,NULL,NULL,0.0,0.0,1.0,0.26954147130214096,Spanish
41373,J. Martínez,2015-07-15,35.0,530,Atletico Madrid,212.0,FC Porto,2015,Summer,Jackson Arley,Martínez Valencia,35,1986-10-03,Quibdó,Colombia,Colombia,185.0,83.0,0,https://media-3.api-sports.io/football/players/41373.png,530,Atletico Madrid,https://media-2.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2015,15.0,8.0,657.0,NULL,Attacker,6.893333,0,7.0,7.0,9.0,24.0,9.0,2.0,0.0,3.0,NULL,141.0,9.0,66.0,3.0,1.0,6.0,107.0,39.0,11.0,6.0,NULL,11.0,20.0,0.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.28550570258064595,Foreign
33413,Fernando Torres,2016-07-04,0.0,530,Atletico Madrid,489.0,AC Milan,2016,Summer,Fernando José,Torres Sanz,35,1984-03-20,Fuenlabrada,Spain,Spain,186.0,79.0,0,https://media-1.api-sports.io/football/players/33413.png,530,Atletico Madrid,https://media-2.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-2.api-sports.io/football/leagues/140.png,https://media-2.api-sports.io/flags/es.svg,2016,31.0,13.0,1417.0,NULL,Attacker,6.812903,0,18.0,11.0,21.0,45.0,20.0,8.0,NULL,5.0,NULL,191.0,20.0,64.0,NULL,NULL,2.0,241.0,94.0,44.0,11.0,NULL,27.0,30.0,3.0,0.0,0.0,2.0,NULL,1.0,1.0,NULL,0.3455787446859215,Foreign
50158,Alessio Cerci,2016-07-01,NULL,530,Atletico Madrid,495.0,Genoa,2016,Summer,Alessio,Cerci,34,1987-07-23,Velletri,Italy,Italy,180.0,78.0,0,https://media-1.api-sports.io/football/players/50158.png,530,Atletico Madrid,https://media-1.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2016,1.0,0.0,14.0,NULL,Attacker,6.7,0,1.0,0.0,8.0,0.0,0.0,0.0,NULL,NULL,NULL,2.0,0.0,50.0,NULL,NULL,0.0,2.0,2.0,1.0,1.0,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.22333333333333333,Foreign
13114,A. Fernández,2016-01-04,6.5,530,Atletico Madrid,538.0,Celta Vigo,2015,Winter,Augusto Matías,Fernández,35,1986-04-10,Pergamino,Argentina,Argentina,177.0,73.0,0,https://media-1.api-sports.io/football/players/13114.png,530,Atletico Madrid,https://media-2.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2015,13.0,11.0,857.0,NULL,Midfielder,6.792307,0,2.0,8.0,3.0,4.0,1.0,0.0,NULL,NULL,NULL,350.0,1.0,86.0,31.0,0.0,35.0,114.0,53.0,11.0,9.0,NULL,6.0,16.0,4.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.281088453058575,Spanish
36057,Ian González,2015-07-07,NULL,546,Getafe,530.0,Atletico Madrid,2015,Summer,Ian,González Nieto,29,1993-02-11,Madrid,Spain,Spain,190.0,78.0,0,https://media-2.api-sports.io/football/players/36057.png,546,Getafe,https://media-3.api-sports.io/football/teams/546.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2015,1.0,0.0,13.0,NULL,Attacker,6.7,0,1.0,0.0,1.0,1.0,NULL,0.0,0.0,NULL,NULL,10.0,1.0,9.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.22448275862068964,Spanish
199,Šime Vrsaljko,2019-07-01,NULL,530,Atletico Madrid,505.0,Inter,2019,Summer,Šime,Vrsaljko,30,1992-01-10,Rijeka,Croatia,Croatia,181.0,76.0,0,https://media-1.api-sports.io/football/players/199.png,530,Atletico Madrid,https://media-2.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2019,5.0,4.0,363.0,NULL,Defender,7.14,0,1.0,2.0,3.0,0.0,0.0,0.0,NULL,1.0,NULL,88.0,3.0,65.0,6.0,3.0,8.0,NULL,NULL,0.0,0.0,NULL,3.0,7.0,3.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.261155084205241,Foreign
199,Šime Vrsaljko,2016-07-05,17.0,530,Atletico Madrid,488.0,Sassuolo,2016,Summer,Šime,Vrsaljko,30,1992-01-10,Rijeka,Croatia,Croatia,181.0,76.0,0,https://media-2.api-sports.io/football/players/199.png,530,Atletico Madrid,https://media-1.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2016,14.0,11.0,923.0,NULL,Defender,6.915384,0,3.0,2.0,13.0,3.0,0.0,0.0,NULL,NULL,NULL,217.0,5.0,71.0,NULL,NULL,32.0,115.0,65.0,12.0,9.0,NULL,9.0,22.0,2.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.26270620742851714,Foreign
57,N. Kalinić,2018-08-09,15.0,530,Atletico Madrid,489.0,AC Milan,2018,Summer,Nikola,Kalinić,35,1988-01-05,Solin,Croatia,Croatia,187.0,79.0,0,https://media-2.api-sports.io/football/players/57.png,530,Atletico Madrid,https://media-2.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-2.api-sports.io/flags/es.svg,2018,17.0,7.0,640.0,NULL,Attacker,6.63125,0,10.0,7.0,24.0,9.0,5.0,2.0,NULL,NULL,NULL,61.0,4.0,53.0,4.0,0.0,2.0,76.0,32.0,3.0,0.0,NULL,9.0,14.0,3.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.24351034181354816,Foreign
932,D. Wass,2022-01-27,2.7,530,Atletico Madrid,532.0,Valencia,2021,Winter,Daniel,Wass,34,1989-05-31,Gladsaxe,Denmark,Denmark,181.0,74.0,0,https://media-3.api-sports.io/football/players/932.png,530,Atletico Madrid,https://media-3.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2021,1.0,0.0,44.0,NULL,Midfielder,6.7,0,1.0,0.0,10.0,NULL,NULL,0.0,0.0,NULL,NULL,17.0,NULL,13.0,NULL,NULL,NULL,5.0,2.0,1.0,1.0,NULL,1.0,1.0,1.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.22333333333333333,Spanish
13062,Léo Baptistao,2016-07-09,NULL,540,Espanyol,530.0,Atletico Madrid,2016,Summer,Leonardo,Carrilho Baptistao,31,1992-08-26,Santos,Brazil,Brazil,185.0,72.0,0,https://media-3.api-sports.io/football/players/13062.png,540,Espanyol,https://media-3.api-sports.io/football/teams/540.png,140,La Liga,Spain,https://media-2.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2016,21.0,16.0,1428.0,NULL,Attacker,6.928571,0,5.0,9.0,5.0,34.0,21.0,6.0,NULL,4.0,NULL,254.0,14.0,68.0,NULL,NULL,12.0,228.0,96.0,47.0,19.0,NULL,42.0,21.0,1.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.329425444177498,Spanish
13062,Léo Baptistao,2016-07-09,NULL,540,Espanyol,530.0,Atletico Madrid,2016,Summer,Leonardo,Carrilho Baptistao,31,1992-08-26,Santos,Brazil,Brazil,185.0,72.0,0,https://media-2.api-sports.io/football/players/13062.png,540,Espanyol,https://media-2.api-sports.io/football/teams/540.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-2.api-sports.io/flags/es.svg,2016,21.0,16.0,1428.0,NULL,Attacker,6.928571,0,5.0,9.0,5.0,34.0,21.0,6.0,NULL,4.0,NULL,254.0,14.0,68.0,NULL,NULL,12.0,228.0,96.0,47.0,19.0,NULL,42.0,21.0,1.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.329425444177498,Spanish
13062,Léo Baptistao,2015-07-08,NULL,533,Villarreal,530.0,Atletico Madrid,2015,Summer,Leonardo,Carrilho Baptistao,31,1992-08-26,Santos,Brazil,Brazil,185.0,72.0,0,https://media-1.api-sports.io/football/players/13062.png,533,Villarreal,https://media-1.api-sports.io/football/teams/533.png,140,La Liga,Spain,https://media-2.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2015,26.0,12.0,1256.0,NULL,Attacker,6.680769,0,14.0,7.0,15.0,30.0,9.0,3.0,0.0,1.0,NULL,272.0,7.0,54.0,15.0,2.0,6.0,240.0,95.0,50.0,22.0,NULL,37.0,22.0,1.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.27550026732684424,Spanish
37,N. Pérez,2021-07-01,NULL,530,Atletico Madrid,715.0,Granada CF,2021,Summer,Patricio Nehuén,Pérez,23,2000-06-24,Hurlingham,Argentina,Argentina,185.0,75.0,0,https://media-2.api-sports.io/football/players/37.png,530,Atletico Madrid,https://media-2.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2021,0.0,0.0,0.0,NULL,Defender,NULL,0,0.0,0.0,1.0,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.0,Spanish
37,N. Pérez,2020-08-03,NULL,530,Atletico Madrid,242.0,Famalicao,2020,Summer,Patricio Nehuén,Pérez,23,2000-06-24,Hurlingham,Argentina,Argentina,185.0,75.0,0,https://media-2.api-sports.io/football/players/37.png,530,Atletico Madrid,https://media-1.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-2.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2020,0.0,0.0,0.0,NULL,Defender,NULL,0,0.0,0.0,3.0,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.0,Foreign
37,N. Pérez,2020-08-03,NULL,530,Atletico Madrid,242.0,Famalicao,2020,Summer,Patricio Nehuén,Pérez,23,2000-06-24,Hurlingham,Argentina,Argentina,185.0,75.0,0,https://media-1.api-sports.io/football/players/37.png,530,Atletico Madrid,https://media-3.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-2.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2020,0.0,0.0,0.0,NULL,Defender,NULL,0,0.0,0.0,3.0,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.0,Foreign
37,N. Pérez,2019-01-31,NULL,530,Atletico Madrid,458.0,Argentinos JRS,2018,Winter,Patricio Nehuén,Pérez,23,2000-06-24,Hurlingham,Argentina,Argentina,185.0,75.0,0,https://media-2.api-sports.io/football/players/37.png,530,Atletico Madrid,https://media-2.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2018,0.0,0.0,0.0,NULL,Defender,NULL,0,0.0,0.0,2.0,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,0.0,Foreign
37,N. Pérez,2018-07-03,3.0,530,Atletico Madrid,458.0,Argentinos JRS,2018,Summer,Patricio Nehuén,Pérez,23,2000-06-24,Hurlingham,Argentina,Argentina,185.0,75.0,0,https://media-2.api-sports.io/football/players/37.png,530,Atletico Madrid,https://media-2.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2018,0.0,0.0,0.0,NULL,Defender,NULL,0,0.0,0.0,2.0,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,0.0,Foreign
1165,Matheus Cunha,2021-08-25,NULL,530,Atletico Madrid,159.0,Hertha Berlin,2021,Summer,Matheus Santos,Carneiro da Cunha,24,1999-05-27,Joao Pessoa,Brazil,Brazil,184.0,76.0,0,https://media-1.api-sports.io/football/players/1165.png,530,Atletico Madrid,https://media-3.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-2.api-sports.io/flags/es.svg,2021,29.0,8.0,1050.0,NULL,Attacker,6.844827,0,21.0,8.0,22.0,30.0,15.0,6.0,0.0,4.0,NULL,207.0,8.0,5.0,19.0,2.0,5.0,198.0,72.0,12.0,7.0,NULL,26.0,22.0,3.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.32903166689911634,Foreign
54,Diego Costa,2018-01-01,66.0,530,Atletico Madrid,49.0,Chelsea,2017,Winter,Diego,da Silva Costa,35,1988-10-07,Lagarto,Brazil,Spain,188.0,83.0,0,https://media-2.api-sports.io/football/players/54.png,530,Atletico Madrid,https://media-1.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2017,15.0,13.0,1048.0,NULL,Attacker,6.793333,0,2.0,8.0,2.0,25.0,10.0,3.0,NULL,3.0,NULL,236.0,13.0,75.0,2.0,1.0,5.0,199.0,76.0,32.0,15.0,NULL,19.0,22.0,7.0,1.0,0.0,1.0,NULL,0.0,0.0,NULL,0.2916717124525301,Foreign
10122,Renan Lodi,2019-07-01,20.0,530,Atletico Madrid,134.0,Atletico Paranaense,2019,Summer,Renan Augusto,Lodi dos Santos,25,1998-04-08,Serrana,Brazil,Brazil,173.0,68.0,0,https://media-2.api-sports.io/football/players/10122.png,530,Atletico Madrid,https://media-2.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-2.api-sports.io/football/leagues/140.png,https://media-2.api-sports.io/flags/es.svg,2019,32.0,28.0,2399.0,NULL,Defender,6.929032,0,4.0,6.0,7.0,18.0,3.0,1.0,NULL,2.0,NULL,678.0,20.0,75.0,65.0,7.0,41.0,87.0,45.0,29.0,16.0,NULL,44.0,42.0,5.0,1.0,0.0,NULL,NULL,0.0,0.0,NULL,0.3626162439855239,Foreign
371,Felipe,2019-07-01,20.0,530,Atletico Madrid,212.0,FC Porto,2019,Summer,Felipe Augusto,de Almeida Monteiro,34,1989-05-16,Mogi das Cruzes,Brazil,Brazil,190.0,83.0,0,https://media-2.api-sports.io/football/players/371.png,530,Atletico Madrid,https://media-1.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2019,25.0,23.0,2099.0,NULL,Defender,7.0,0,2.0,0.0,8.0,16.0,5.0,1.0,NULL,NULL,NULL,673.0,4.0,72.0,26.0,11.0,42.0,26.0,16.0,6.0,4.0,NULL,14.0,29.0,7.0,0.0,0.0,NULL,1.0,0.0,0.0,NULL,0.2997984380497669,Foreign
41485,André Moreira,2016-08-16,NULL,530,Atletico Madrid,221.0,Belenenses,2016,Summer,André,Campos Moreira,28,1995-12-02,Vila Nova de Famalicao,Portugal,Portugal,194.0,96.0,0,https://media-2.api-sports.io/football/players/41485.png,530,Atletico Madrid,https://media-3.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2016,0.0,0.0,0.0,NULL,Goalkeeper,NULL,0,0.0,0.0,21.0,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,0.0,Foreign
19036,L. Vietto,2017-07-01,NULL,530,Atletico Madrid,536.0,Sevilla,2017,Summer,Luciano Darío,Vietto Martín,30,1993-12-05,Balnearía,Argentina,Argentina,174.0,73.0,0,https://media-1.api-sports.io/football/players/19036.png,530,Atletico Madrid,https://media-3.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2017,6.0,4.0,271.0,NULL,Attacker,6.65,0,2.0,4.0,8.0,8.0,1.0,0.0,NULL,NULL,NULL,68.0,1.0,82.0,NULL,NULL,3.0,43.0,17.0,11.0,4.0,NULL,7.0,4.0,1.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.2252954307969982,Spanish
19036,L. Vietto,2015-07-07,20.0,530,Atletico Madrid,533.0,Villarreal,2015,Summer,Luciano Darío,Vietto Martín,30,1993-12-05,Balnearía,Argentina,Argentina,174.0,73.0,0,https://media-1.api-sports.io/football/players/19036.png,530,Atletico Madrid,https://media-3.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-2.api-sports.io/flags/es.svg,2015,19.0,12.0,964.0,NULL,Attacker,6.810526,0,7.0,11.0,21.0,24.0,6.0,1.0,0.0,3.0,NULL,304.0,14.0,60.0,13.0,1.0,3.0,120.0,51.0,25.0,11.0,NULL,22.0,13.0,3.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.28742802564719216,Spanish
47415,Rubén Pérez,2015-08-07,NULL,715,Granada CF,530.0,Atletico Madrid,2015,Summer,Rubén Salvador,Pérez Del Mármol,34,1989-04-26,Écija,Spain,Spain,178.0,73.0,0,https://media-2.api-sports.io/football/players/47415.png,715,Granada CF,https://media-2.api-sports.io/football/teams/715.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2015,31.0,30.0,2484.0,NULL,Midfielder,6.987096,0,1.0,11.0,1.0,15.0,2.0,0.0,0.0,2.0,NULL,1114.0,23.0,67.0,109.0,11.0,68.0,358.0,194.0,30.0,22.0,NULL,32.0,45.0,17.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.41871293189123665,Spanish
41595,I. Šaponjić,2021-07-01,NULL,530,Atletico Madrid,724.0,Cadiz,2021,Summer,Ivan,Šaponjić,26,1997-08-02,Nova Varoš,Serbia,Serbia,190.0,86.0,0,https://media-2.api-sports.io/football/players/41595.png,530,Atletico Madrid,https://media-2.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2021,0.0,0.0,0.0,NULL,Attacker,NULL,0,0.0,0.0,4.0,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.0,Spanish
41595,I. Šaponjić,2019-07-08,0.5,530,Atletico Madrid,211.0,Benfica,2019,Summer,Ivan,Šaponjić,26,1997-08-02,Nova Varoš,Serbia,Serbia,190.0,86.0,0,https://media-2.api-sports.io/football/players/41595.png,530,Atletico Madrid,https://media-2.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2019,2.0,0.0,4.0,NULL,Attacker,6.25,0,2.0,0.0,19.0,1.0,0.0,0.0,NULL,NULL,NULL,0.0,0.0,0.0,NULL,0.0,0.0,1.0,0.0,0.0,0.0,NULL,0.0,1.0,0.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.20833333333333334,Foreign
3424,B. Mensah,2016-06-01,NULL,530,Atletico Madrid,546.0,Getafe,2016,Other,Bernard,Mensah,29,1994-10-17,Accra,Ghana,Ghana,181.0,73.0,0,https://media-3.api-sports.io/football/players/3424.png,530,Atletico Madrid,https://media-3.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-2.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2016,0.0,0.0,0.0,NULL,Midfielder,NULL,0,0.0,0.0,0.0,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,0.0,Spanish
47282,Raúl García,2015-08-31,NULL,531,Athletic Club,530.0,Atletico Madrid,2015,Summer,Raúl,García Escudero,37,1986-07-11,Pamplona,Spain,Spain,184.0,83.0,0,https://media-1.api-sports.io/football/players/47282.png,531,Athletic Club,https://media-1.api-sports.io/football/teams/531.png,140,La Liga,Spain,https://media-2.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2015,30.0,27.0,2375.0,NULL,Midfielder,7.113333,0,3.0,9.0,3.0,67.0,20.0,7.0,0.0,6.0,NULL,677.0,25.0,48.0,68.0,2.0,34.0,507.0,259.0,28.0,11.0,NULL,76.0,70.0,10.0,0.0,0.0,1.0,NULL,0.0,0.0,NULL,0.44356633361892445,Spanish
104793,A. Ndiaye,2017-08-10,3.0,546,Getafe,530.0,Atletico Madrid,2017,Summer,Amath,Ndiaye Diedhiou,27,1996-07-16,Dakar,Senegal,Senegal,173.0,70.0,0,https://media-1.api-sports.io/football/players/104793.png,546,Getafe,https://media-1.api-sports.io/football/teams/546.png,140,La Liga,Spain,https://media-2.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2017,37.0,36.0,2884.0,NULL,Attacker,6.464864,0,1.0,26.0,1.0,42.0,13.0,3.0,NULL,3.0,NULL,380.0,23.0,68.0,12.0,1.0,33.0,504.0,202.0,98.0,43.0,NULL,62.0,72.0,9.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.3232940024637032,Spanish
385,Óliver Torres,2015-07-01,NULL,530,Atletico Madrid,212.0,FC Porto,2015,Summer,Óliver,Torres Munoz,29,1994-11-10,Navalmoral de la Mata,Spain,Spain,178.0,70.0,0,https://media-2.api-sports.io/football/players/385.png,530,Atletico Madrid,https://media-1.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-2.api-sports.io/flags/es.svg,2015,21.0,9.0,813.0,NULL,Midfielder,6.66,0,12.0,9.0,18.0,8.0,2.0,0.0,0.0,2.0,NULL,443.0,17.0,55.0,22.0,1.0,12.0,120.0,48.0,19.0,13.0,NULL,10.0,11.0,2.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.2855845693839424,Foreign
48,Saúl,2022-07-01,NULL,530,Atletico Madrid,49.0,Chelsea,2022,Summer,Saúl,Níguez Esclapez,29,1994-11-21,Elche,Spain,Spain,184.0,76.0,0,https://media-2.api-sports.io/football/players/48.png,530,Atletico Madrid,https://media-2.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-2.api-sports.io/football/leagues/140.png,https://media-2.api-sports.io/flags/es.svg,2022,31.0,11.0,1086.0,NULL,Midfielder,6.803571,0,20.0,6.0,26.0,14.0,9.0,3.0,0.0,1.0,NULL,484.0,6.0,13.0,43.0,5.0,15.0,180.0,99.0,14.0,12.0,NULL,5.0,34.0,8.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.3081044807906358,Foreign
336594,Pablo Barrios,2022-02-16,NULL,530,Atletico Madrid,9570.0,Atlético Madrid II,2021,Other,Pablo,Barrios Rivas,20,2003-06-15,Madrid,Spain,Spain,181.0,75.0,0,https://media-1.api-sports.io/football/players/336594.png,530,Atletico Madrid,https://media-1.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2021,0.0,0.0,0.0,NULL,Midfielder,NULL,0,0.0,0.0,3.0,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,0.0,Spanish
