player_id,player_name,transfers_date,transfer_fee,transfers_teams_in_id,transfers_teams_in_name,transfers_teams_out_id,transfers_teams_out_name,season_of_transfer,player_firstname,player_lastname,player_age,player_nationality,player_height,statistics_team_name,statistics_league_season,statistics_games_appearences,statistics_games_lineups,statistics_games_minutes,statistics_games_position,statistics_games_rating,statistics_substitutes_in,statistics_substitutes_out,statistics_shots_total,statistics_shots_on,statistics_goals_total,statistics_goals_conceded,statistics_goals_assists,statistics_goals_saves,statistics_passes_total,statistics_passes_key,statistics_passes_accuracy,statistics_tackles_total,statistics_tackles_blocks,statistics_tackles_interceptions,statistics_duels_total,statistics_duels_won,statistics_dribbles_attempts,statistics_dribbles_success,statistics_dribbles_past,statistics_fouls_drawn,statistics_fouls_committed,statistics_cards_yellow,statistics_cards_yellowred,statistics_cards_red,statistics_penalty_won,statistics_penalty_commited,statistics_penalty_scored,statistics_penalty_missed,statistics_penalty_saved
920,Toni Lato,2020-08-04,,532,Valencia,727.0,Osasuna,2020.0,Antonio,Latorre Grueso,26,Spain,171.0,Valencia,2020,15.0,8.0,724.0,Defender,6.466666,7.0,3.0,2.0,2.0,1.0,0.0,,,293.0,3.0,17.0,13.0,1.0,10.0,68.0,29.0,7.0,3.0,,5.0,14.0,3.0,0.0,0.0,,,0.0,0.0,
1687,Jaume Costa,2020-08-04,,533,Villarreal,532.0,Valencia,2020.0,Jaume Vicent,Costa Jordá,35,Spain,171.0,Villarreal,2020,14.0,3.0,343.0,Defender,6.641666,11.0,3.0,2.0,,0.0,0.0,1.0,,192.0,5.0,12.0,10.0,1.0,6.0,49.0,25.0,6.0,3.0,,9.0,7.0,1.0,0.0,0.0,,,0.0,0.0,
926,G. Kondogbia,2020-11-03,,530,Atletico Madrid,532.0,Valencia,2020.0,Geoffrey Edwin,Kondogbia,30,Central African Republic,188.0,Atletico Madrid,2020,25.0,4.0,592.0,Midfielder,6.736363,21.0,2.0,5.0,2.0,0.0,0.0,,,386.0,4.0,13.0,30.0,5.0,11.0,98.0,59.0,12.0,10.0,,13.0,19.0,4.0,0.0,0.0,,,0.0,0.0,
926,G. Kondogbia,2018-07-02,25.0,532,Valencia,505.0,Inter,2018.0,Geoffrey Edwin,Kondogbia,30,Central African Republic,188.0,Valencia,2018,19.0,14.0,1244.0,Midfielder,7.052631,5.0,4.0,22.0,5.0,1.0,,1.0,,628.0,6.0,83.0,33.0,7.0,27.0,197.0,112.0,24.0,22.0,,19.0,21.0,1.0,0.0,0.0,,,0.0,0.0,
18965,Martín Montoya,2016-08-01,0.0,532,Valencia,529.0,Barcelona,2016.0,Martín,Montoya Torralbo,32,Spain,175.0,Valencia,2016,29.0,26.0,2222.0,Defender,6.814814,3.0,6.0,11.0,4.0,2.0,,1.0,,852.0,13.0,78.0,,,63.0,336.0,190.0,49.0,27.0,,30.0,45.0,8.0,0.0,0.0,,1.0,0.0,0.0,
1693,Víctor Ruiz,2015-07-01,2.7,533,Villarreal,532.0,Valencia,2015.0,Víctor,Ruíz Torre,34,Spain,184.0,Villarreal,2015,35.0,32.0,2988.0,Defender,6.945714,3.0,0.0,3.0,1.0,0.0,0.0,,,1320.0,0.0,67.0,21.0,19.0,111.0,187.0,101.0,11.0,10.0,,12.0,33.0,9.0,0.0,0.0,,,0.0,0.0,
184358,Alberto Tendillo,2016-07-01,,532,Valencia,5250.0,Badalona,2016.0,Alberto,Tendillo Rodríguez,28,Spain,176.0,Valencia,2016,0.0,0.0,0.0,Defender,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
1899,A. Abdennour,2015-08-29,25.0,532,Valencia,91.0,Monaco,2015.0,Aymen,Abdennour,34,Tunisia,186.0,Valencia,2015,22.0,22.0,1853.0,Defender,6.942857,0.0,2.0,5.0,2.0,0.0,0.0,,,715.0,4.0,77.0,41.0,20.0,65.0,173.0,99.0,6.0,6.0,,12.0,19.0,4.0,0.0,0.0,,,0.0,0.0,
18765,André Gomes,2016-07-26,35.0,529,Barcelona,532.0,Valencia,2016.0,André Filipe,Tavares Gomes,30,Portugal,188.0,Barcelona,2016,30.0,17.0,1590.0,Midfielder,6.706666,13.0,12.0,19.0,7.0,3.0,,1.0,,866.0,12.0,86.0,,,11.0,210.0,92.0,33.0,18.0,,17.0,40.0,3.0,0.0,0.0,1.0,,0.0,0.0,
18765,André Gomes,2015-07-01,15.0,532,Valencia,211.0,Benfica,2015.0,André Filipe,Tavares Gomes,30,Portugal,188.0,Valencia,2015,30.0,27.0,2379.0,Midfielder,6.603333,3.0,7.0,40.0,15.0,3.0,0.0,3.0,,1094.0,28.0,68.0,34.0,3.0,16.0,433.0,168.0,109.0,52.0,,44.0,61.0,10.0,0.0,0.0,1.0,,0.0,0.0,
124,J. Cillessen,2019-07-01,35.0,532,Valencia,529.0,Barcelona,2019.0,Jasper,Cillessen,34,Netherlands,185.0,Valencia,2019,24.0,24.0,2097.0,Goalkeeper,6.973913,0.0,1.0,0.0,0.0,0.0,29.0,1.0,79.0,338.0,1.0,57.0,,0.0,3.0,2.0,2.0,0.0,0.0,,2.0,0.0,1.0,0.0,0.0,,,0.0,0.0,2.0
2741,M. Ryan,2015-07-21,7.0,532,Valencia,569.0,Club Brugge KV,2015.0,Mathew David,Ryan,31,Australia,184.0,Valencia,2015,8.0,8.0,720.0,Goalkeeper,6.8875,0.0,0.0,0.0,0.0,0.0,9.0,,23.0,156.0,0.0,47.0,,0.0,1.0,6.0,4.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
24760,G. Mamardashvili,2022-01-08,0.85,532,Valencia,2262.0,Dinamo Tbilisi,2021.0,Giorgi,Mamardashvili,23,Georgia,199.0,Valencia,2021,12.0,12.0,1080.0,Goalkeeper,6.944444,0.0,0.0,,,0.0,20.0,,55.0,431.0,,12.0,,,,8.0,8.0,,,,2.0,,2.0,0.0,0.0,,,0.0,0.0,1.0
24760,G. Mamardashvili,2022-01-08,0.85,532,Valencia,2262.0,Dinamo Tbilisi,2021.0,Giorgi,Mamardashvili,23,Georgia,199.0,Valencia,2021,6.0,6.0,540.0,Goalkeeper,6.944444,0.0,0.0,,,0.0,20.0,,55.0,431.0,,12.0,,,,8.0,8.0,,,,2.0,,0.0,0.0,0.0,,,0.0,0.0,1.0
935,Rodrigo,2015-07-01,30.0,532,Valencia,211.0,Benfica,2015.0,Rodrigo,Moreno Machado,32,Spain,182.0,Valencia,2015,25.0,15.0,1360.0,Attacker,6.816666,10.0,7.0,36.0,17.0,2.0,0.0,3.0,,385.0,25.0,56.0,18.0,0.0,16.0,183.0,84.0,45.0,20.0,,24.0,14.0,1.0,0.0,1.0,,,0.0,0.0,
2824,N. Maksimović,2018-07-16,,546,Getafe,532.0,Valencia,2018.0,Nemanja,Maksimović,28,Serbia,189.0,Getafe,2018,36.0,36.0,3211.0,Midfielder,6.745714,0.0,2.0,33.0,7.0,1.0,,,,564.0,10.0,75.0,42.0,15.0,69.0,340.0,175.0,19.0,10.0,,11.0,18.0,5.0,0.0,0.0,,1.0,0.0,0.0,
2824,N. Maksimović,2017-07-01,0.0,532,Valencia,562.0,FC Astana,2017.0,Nemanja,Maksimović,28,Serbia,189.0,Valencia,2017,15.0,6.0,550.0,Midfielder,6.816666,9.0,2.0,7.0,2.0,0.0,,,,214.0,9.0,77.0,2.0,3.0,16.0,81.0,42.0,10.0,6.0,,2.0,5.0,1.0,0.0,0.0,,,0.0,0.0,
47087,U. Račić,2020-08-04,,532,Valencia,242.0,Famalicao,2020.0,Uroš,Račić,25,Serbia,193.0,Valencia,2020,31.0,25.0,2191.0,Midfielder,6.812903,6.0,10.0,26.0,10.0,1.0,0.0,1.0,,1047.0,9.0,26.0,38.0,11.0,26.0,314.0,157.0,35.0,24.0,,25.0,44.0,6.0,0.0,0.0,,,0.0,0.0,
47087,U. Račić,2018-07-02,2.2,532,Valencia,598.0,FK Crvena Zvezda,2018.0,Uroš,Račić,25,Serbia,193.0,Valencia,2018,0.0,0.0,0.0,Midfielder,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
855,João Cancelo,2015-07-01,15.0,532,Valencia,211.0,Benfica,2015.0,João Pedro,Cavaco Cancelo,29,Portugal,182.0,Valencia,2015,28.0,25.0,2120.0,Defender,6.857142,3.0,4.0,8.0,2.0,1.0,0.0,4.0,,748.0,17.0,60.0,63.0,5.0,68.0,336.0,183.0,98.0,51.0,,39.0,42.0,6.0,1.0,0.0,,,0.0,0.0,
181418,Álvaro Pérez,2016-07-01,,532,Valencia,9414.0,Socuéllamos,2016.0,Álvaro,Pérez Durán,27,Spain,,Valencia,2016,0.0,0.0,0.0,Defender,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
47340,P. Piatti,2017-07-01,1.5,540,Espanyol,532.0,Valencia,2017.0,Pablo Daniel,Piatti,34,Argentina,163.0,Espanyol,2017,30.0,22.0,1748.0,Midfielder,6.823333,8.0,18.0,30.0,6.0,2.0,,3.0,,384.0,44.0,71.0,9.0,0.0,22.0,320.0,144.0,49.0,24.0,,52.0,35.0,0.0,0.0,0.0,1.0,,1.0,0.0,
47457,Rúben Vezo,2019-07-01,5.0,539,Levante,532.0,Valencia,2019.0,Rúben Miguel,Nunes Vezo,29,Portugal,182.0,Levante,2019,29.0,29.0,2610.0,Defender,6.903571,0.0,0.0,10.0,2.0,1.0,,1.0,,944.0,4.0,80.0,37.0,27.0,39.0,82.0,54.0,7.0,6.0,,26.0,27.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,
47457,Rúben Vezo,2017-07-01,,532,Valencia,715.0,Granada CF,2017.0,Rúben Miguel,Nunes Vezo,29,Portugal,182.0,Valencia,2017,19.0,17.0,1554.0,Defender,6.847368,2.0,0.0,3.0,1.0,0.0,,,,552.0,3.0,76.0,6.0,2.0,23.0,176.0,106.0,17.0,11.0,,13.0,23.0,2.0,1.0,0.0,,,0.0,0.0,
46659,Rober Ibáñez,2017-07-01,,532,Valencia,537.0,Leganes,2017.0,Robert,Ibáñez Castro,30,Spain,175.0,Valencia,2017,0.0,0.0,0.0,Midfielder,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
46659,Rober Ibáñez,2016-07-01,,532,Valencia,715.0,Granada CF,2016.0,Robert,Ibáñez Castro,30,Spain,175.0,Valencia,2016,0.0,0.0,0.0,Midfielder,6.9,0.0,0.0,8.0,3.0,0.0,,1.0,,40.0,2.0,87.0,,,1.0,37.0,21.0,16.0,8.0,,11.0,2.0,0.0,0.0,0.0,,,0.0,0.0,
47473,Jason,2022-01-03,0.0,542,Alaves,532.0,Valencia,2021.0,David,Remeseiro Salgueiro,29,Spain,178.0,Alaves,2021,14.0,10.0,683.0,Midfielder,6.6,4.0,9.0,8.0,2.0,0.0,0.0,1.0,,153.0,17.0,6.0,11.0,,7.0,98.0,38.0,18.0,5.0,,13.0,13.0,1.0,0.0,0.0,,,0.0,0.0,
47473,Jason,2020-08-06,,532,Valencia,546.0,Getafe,2020.0,David,Remeseiro Salgueiro,29,Spain,178.0,Valencia,2020,17.0,4.0,431.0,Midfielder,6.46875,13.0,2.0,2.0,,0.0,0.0,,,114.0,7.0,5.0,9.0,1.0,10.0,81.0,37.0,20.0,8.0,,15.0,6.0,3.0,1.0,0.0,,,0.0,0.0,
46782,Manu Vallejo,2022-09-01,0.0,547,Girona,532.0,Valencia,2022.0,Manuel Javier,Vallejo Galván,26,Spain,167.0,Girona,2022,7.0,2.0,203.0,Attacker,6.7,5.0,2.0,1.0,1.0,0.0,0.0,1.0,,81.0,3.0,9.0,4.0,,1.0,29.0,11.0,4.0,1.0,,6.0,1.0,0.0,0.0,0.0,,,0.0,0.0,
46782,Manu Vallejo,2022-07-01,,532,Valencia,542.0,Alaves,2022.0,Manuel Javier,Vallejo Galván,26,Spain,167.0,Valencia,2022,0.0,0.0,0.0,Attacker,6.7,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,81.0,3.0,9.0,4.0,,1.0,29.0,11.0,4.0,1.0,,6.0,1.0,0.0,0.0,0.0,,,0.0,0.0,
46782,Manu Vallejo,2019-07-01,5.5,532,Valencia,724.0,Cadiz,2019.0,Manuel Javier,Vallejo Galván,26,Spain,167.0,Valencia,2019,11.0,3.0,413.0,Attacker,6.672727,8.0,3.0,8.0,3.0,2.0,,,,61.0,4.0,70.0,7.0,0.0,2.0,19.0,9.0,10.0,7.0,,8.0,6.0,0.0,0.0,0.0,,,0.0,0.0,
46721,Eugeni Valderrama,2016-07-01,,532,Valencia,5250.0,Badalona,2016.0,Eugeni,Valderrama Domènech,29,Spain,182.0,Valencia,2016,0.0,0.0,0.0,Midfielder,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
1685,D. Bonera,2015-09-01,0.0,533,Villarreal,489.0,AC Milan,2015.0,Daniele,Bonera,38,Italy,183.0,Villarreal,2015,14.0,10.0,973.0,Defender,6.75,4.0,2.0,3.0,1.0,0.0,,,,415.0,0.0,84.0,,,29.0,45.0,22.0,0.0,0.0,,5.0,15.0,4.0,1.0,0.0,,,0.0,0.0,
1683,M. Barbosa,2015-07-09,0.0,533,Villarreal,536.0,Sevilla,2015.0,Mariano Damián,Barbosa,36,Argentina,188.0,Villarreal,2015,2.0,2.0,180.0,Goalkeeper,6.25,0.0,0.0,0.0,0.0,0.0,4.0,,6.0,27.0,0.0,80.0,,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
36848,Aitor Cantalapiedra,2016-07-01,,533,Villarreal,529.0,Barcelona,2016.0,Aitor,Cantalapiedra Fernández,27,Spain,177.0,Villarreal,2016,1.0,0.0,3.0,Attacker,,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,
18794,Kiko Femenía,2022-07-28,0.98,533,Villarreal,38.0,Watford,2022.0,Francisco,Femenía Far,32,Spain,176.0,Villarreal,2022,20.0,13.0,1135.0,Defender,6.794444,7.0,8.0,1.0,,0.0,0.0,,,646.0,9.0,32.0,18.0,6.0,20.0,70.0,41.0,10.0,6.0,,8.0,6.0,0.0,0.0,0.0,,,0.0,0.0,
314,Raúl Albiol,2019-07-04,4.0,533,Villarreal,492.0,Napoli,2019.0,Raúl,Albiol i Tortajada,38,Spain,187.0,Villarreal,2019,36.0,36.0,3238.0,Defender,6.934285,0.0,1.0,15.0,5.0,1.0,,,,1561.0,4.0,82.0,37.0,20.0,42.0,67.0,44.0,2.0,2.0,,24.0,28.0,9.0,0.0,0.0,,2.0,0.0,0.0,
46815,Pau Torres,2019-07-01,,533,Villarreal,535.0,Malaga,2019.0,Pau,Francisco Torres,26,Spain,191.0,Villarreal,2019,34.0,33.0,2970.0,Defender,6.990625,1.0,0.0,10.0,2.0,2.0,,1.0,,1646.0,11.0,83.0,30.0,20.0,28.0,61.0,30.0,13.0,10.0,,9.0,28.0,6.0,0.0,0.0,,1.0,0.0,0.0,
288,Alberto Moreno,2019-07-09,0.0,533,Villarreal,40.0,Liverpool,2019.0,Alberto,Moreno Pérez,31,Spain,171.0,Villarreal,2019,18.0,17.0,1474.0,Defender,6.629411,1.0,4.0,8.0,2.0,0.0,,,,592.0,10.0,84.0,25.0,3.0,24.0,64.0,23.0,26.0,13.0,,6.0,19.0,6.0,0.0,0.0,,,0.0,0.0,
18802,É. Capoue,2021-01-01,,533,Villarreal,38.0,Watford,2020.0,Étienne,René Capoue,35,France,189.0,Villarreal,2020,16.0,15.0,1195.0,Midfielder,6.78125,1.0,10.0,7.0,3.0,1.0,0.0,,,761.0,3.0,42.0,20.0,1.0,20.0,139.0,77.0,18.0,12.0,,22.0,26.0,5.0,0.0,1.0,,,0.0,0.0,
47467,José Luis Morales,2022-07-01,0.0,533,Villarreal,539.0,Levante,2022.0,José Luis,Morales Nogales,36,Spain,180.0,Villarreal,2022,29.0,11.0,1201.0,Attacker,6.653571,18.0,7.0,33.0,21.0,7.0,0.0,,,238.0,9.0,6.0,7.0,1.0,2.0,115.0,43.0,45.0,18.0,,10.0,6.0,2.0,0.0,0.0,,,0.0,0.0,
64268,J. Mojica,2022-09-01,5.5,533,Villarreal,797.0,Elche,2022.0,Johan Andrés,Mojica Palacio,31,Colombia,185.0,Villarreal,2022,17.0,5.0,631.0,Defender,6.766666,12.0,1.0,,,0.0,0.0,,,132.0,3.0,33.0,6.0,2.0,4.0,31.0,17.0,8.0,4.0,,3.0,4.0,0.0,0.0,0.0,,,0.0,0.0,
1567,A. Mandi,2021-07-01,0.0,533,Villarreal,543.0,Real Betis,2021.0,Aïssa,Mandi,32,Algeria,184.0,Villarreal,2021,17.0,14.0,1372.0,Defender,6.988235,3.0,0.0,9.0,3.0,1.0,0.0,,,988.0,1.0,54.0,11.0,14.0,13.0,81.0,42.0,,,,5.0,14.0,3.0,0.0,0.0,,,0.0,0.0,
1567,A. Mandi,2021-07-01,0.0,533,Villarreal,,Real Betis,2021.0,Aïssa,Mandi,32,Algeria,184.0,Villarreal,2021,17.0,14.0,1372.0,Defender,6.988235,3.0,0.0,9.0,3.0,1.0,0.0,,,988.0,1.0,54.0,11.0,14.0,13.0,81.0,42.0,,,,5.0,14.0,3.0,0.0,0.0,,,0.0,0.0,
47227,Imanol García,2017-07-01,,533,Villarreal,727.0,Osasuna,2017.0,Imanol,García Lugea,28,Spain,184.0,Villarreal,2017,0.0,0.0,0.0,Midfielder,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
187987,Ramón Terrats,2023-02-03,0.0,533,Villarreal,547.0,Girona,2022.0,Ramón,Terrats Espacio,23,Spain,181.0,Villarreal,2022,16.0,11.0,822.0,Midfielder,6.566666,5.0,11.0,3.0,,1.0,0.0,,,91.0,1.0,10.0,4.0,2.0,3.0,31.0,9.0,5.0,2.0,,3.0,3.0,1.0,0.0,0.0,,,0.0,0.0,
95590,M. Iturra,2018-09-04,0.0,533,Villarreal,535.0,Malaga,2018.0,Manuel Rolando,Iturra Urrutia,37,Chile,174.0,Villarreal,2018,3.0,1.0,73.0,Midfielder,6.5,2.0,1.0,0.0,0.0,0.0,,,,45.0,0.0,85.0,,0.0,2.0,12.0,5.0,0.0,0.0,,1.0,3.0,1.0,0.0,0.0,,,0.0,0.0,
47228,Ramiro Guerra Pereyra,2017-08-01,,533,Villarreal,17702.0,Villarreal U19,2017.0,Ramiro,Guerra Pereyra,25,Uruguay,183.0,Villarreal,2017,4.0,0.0,67.0,Midfielder,6.3,4.0,0.0,0.0,0.0,0.0,,,,25.0,1.0,74.0,,,0.0,12.0,5.0,2.0,0.0,,2.0,1.0,1.0,0.0,0.0,,,0.0,0.0,
1698,Javi Fuego,2018-01-30,1.7,533,Villarreal,540.0,Espanyol,2017.0,Javier,Fuego Martínez,37,Spain,181.0,Villarreal,2017,11.0,6.0,535.0,Midfielder,6.652941,5.0,3.0,6.0,2.0,0.0,,,,492.0,2.0,77.0,,,19.0,166.0,90.0,6.0,3.0,,26.0,24.0,2.0,0.0,0.0,,,0.0,0.0,
41173,Rúben Semedo,2017-07-01,14.0,533,Villarreal,228.0,Sporting CP,2017.0,Rúben Afonso,Borges Semedo,29,Portugal,189.0,Villarreal,2017,4.0,3.0,231.0,Defender,6.35,1.0,1.0,1.0,0.0,0.0,,,,77.0,1.0,88.0,,,5.0,26.0,15.0,2.0,1.0,,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,
1695,Santi Cazorla,2018-07-02,0.0,533,Villarreal,42.0,Arsenal,2018.0,Santiago,Cazorla González,39,Spain,168.0,Villarreal,2018,35.0,30.0,2651.0,Midfielder,7.27647,5.0,9.0,29.0,11.0,4.0,,10.0,,1293.0,73.0,86.0,30.0,6.0,28.0,344.0,179.0,71.0,48.0,,58.0,21.0,2.0,0.0,0.0,,,2.0,1.0,
30483,R. Soriano,2019-01-03,,533,Villarreal,503.0,Torino,2018.0,Roberto,Soriano,32,Italy,182.0,Villarreal,2018,0.0,0.0,0.0,Midfielder,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
30483,R. Soriano,2016-08-02,14.0,533,Villarreal,498.0,Sampdoria,2016.0,Roberto,Soriano,32,Italy,182.0,Villarreal,2016,33.0,31.0,2471.0,Midfielder,6.936363,2.0,21.0,41.0,21.0,9.0,,5.0,,803.0,28.0,79.0,,,34.0,359.0,144.0,39.0,22.0,,47.0,64.0,8.0,0.0,1.0,2.0,,0.0,0.0,
30490,N. Sansone,2016-08-07,13.0,533,Villarreal,488.0,Sassuolo,2016.0,Nicola,Domenico Sansone,32,Italy,175.0,Villarreal,2016,32.0,25.0,2126.0,Attacker,6.771875,7.0,19.0,47.0,19.0,8.0,,3.0,,400.0,20.0,79.0,,,7.0,256.0,86.0,46.0,22.0,,42.0,29.0,7.0,0.0,0.0,4.0,,1.0,0.0,
923,D. Cheryshev,2016-07-01,7.0,533,Villarreal,541.0,Real Madrid,2016.0,Denis,Cheryshev,33,Russia,179.0,Villarreal,2016,11.0,2.0,333.0,Midfielder,6.36,9.0,2.0,7.0,3.0,0.0,,,,98.0,3.0,59.0,,,6.0,64.0,21.0,13.0,2.0,,5.0,12.0,1.0,0.0,0.0,,,0.0,0.0,
21,Paco Alcácer,2020-01-30,23.0,533,Villarreal,165.0,Borussia Dortmund,2019.0,Francisco,Alcácer García,30,Spain,175.0,Villarreal,2019,13.0,11.0,930.0,Attacker,6.866666,2.0,8.0,25.0,6.0,4.0,,1.0,,163.0,8.0,78.0,3.0,1.0,2.0,33.0,10.0,7.0,3.0,,11.0,2.0,1.0,0.0,0.0,1.0,,0.0,0.0,
83,A. Danjuma,2021-08-19,20.0,533,Villarreal,35.0,Bournemouth,2021.0,Arnaut,Danjuma Adam Groeneveld,26,Netherlands,178.0,Villarreal,2021,23.0,17.0,1477.0,Midfielder,6.969565,6.0,11.0,47.0,29.0,10.0,0.0,3.0,,348.0,15.0,11.0,7.0,,2.0,120.0,61.0,61.0,33.0,,18.0,3.0,2.0,0.0,0.0,,,3.0,0.0,
1697,Pablo Fornals,2017-07-24,12.0,533,Villarreal,535.0,Malaga,2017.0,Pablo,Fornals Malla,27,Spain,178.0,Villarreal,2017,35.0,30.0,2622.0,Midfielder,7.011428,5.0,8.0,51.0,14.0,3.0,,12.0,,1037.0,54.0,76.0,3.0,0.0,22.0,315.0,139.0,53.0,27.0,,32.0,34.0,4.0,0.0,0.0,,,0.0,0.0,
1689,Álvaro González,2016-08-31,4.0,533,Villarreal,540.0,Espanyol,2016.0,Álvaro,González Soberón,33,Spain,178.0,Villarreal,2016,23.0,20.0,1883.0,Defender,6.05,3.0,0.0,2.0,0.0,1.0,,,,34.0,0.0,71.0,,,2.0,5.0,3.0,0.0,0.0,,2.0,1.0,7.0,0.0,0.0,,,0.0,0.0,
47358,Adrián Marín,2018-08-09,,542,Alaves,533.0,Villarreal,2018.0,Adrián,Marín Gómez,26,Spain,181.0,Alaves,2018,6.0,2.0,286.0,Defender,6.45,4.0,0.0,2.0,0.0,0.0,,,,58.0,0.0,61.0,8.0,0.0,7.0,39.0,21.0,5.0,1.0,,3.0,11.0,2.0,0.0,0.0,,,0.0,0.0,
47358,Adrián Marín,2017-07-01,,533,Villarreal,537.0,Leganes,2017.0,Adrián,Marín Gómez,26,Spain,181.0,Villarreal,2017,3.0,2.0,233.0,Defender,6.1,1.0,1.0,0.0,0.0,0.0,,,,76.0,1.0,84.0,,0.0,3.0,28.0,10.0,5.0,2.0,,0.0,6.0,1.0,0.0,0.0,,,0.0,0.0,
47049,Chechu Dorado,2015-07-06,,728,Rayo Vallecano,533.0,Villarreal,2015.0,José Antonio,Dorado Ramírez,41,Spain,180.0,Rayo Vallecano,2015,10.0,4.0,467.0,Defender,6.5,6.0,3.0,1.0,1.0,0.0,0.0,,,219.0,2.0,57.0,9.0,1.0,9.0,31.0,17.0,4.0,3.0,,2.0,7.0,2.0,0.0,0.0,,,0.0,0.0,
47391,Rubén Peña,2022-07-01,0.0,727,Osasuna,533.0,Villarreal,2022.0,Rubén,Peña Jiménez,32,Spain,170.0,Osasuna,2022,20.0,14.0,1281.0,Defender,6.69,6.0,9.0,10.0,2.0,0.0,0.0,1.0,,453.0,10.0,16.0,33.0,8.0,18.0,165.0,79.0,27.0,18.0,,14.0,26.0,2.0,0.0,1.0,,,0.0,0.0,
47391,Rubén Peña,2019-07-04,,533,Villarreal,545.0,Eibar,2019.0,Rubén,Peña Jiménez,32,Spain,170.0,Villarreal,2019,26.0,21.0,1906.0,Defender,6.776,5.0,3.0,5.0,3.0,2.0,,2.0,,779.0,18.0,79.0,35.0,7.0,34.0,64.0,32.0,54.0,25.0,,21.0,38.0,5.0,0.0,0.0,,,0.0,0.0,
47574,Moi Gómez,2022-07-28,1.8,727,Osasuna,533.0,Villarreal,2022.0,Moisés,Gómez Bordonado,29,Spain,176.0,Osasuna,2022,33.0,28.0,2458.0,Midfielder,7.059375,5.0,11.0,15.0,9.0,3.0,0.0,2.0,,1407.0,51.0,39.0,26.0,3.0,10.0,167.0,84.0,35.0,25.0,,26.0,14.0,5.0,0.0,0.0,,,0.0,0.0,
47574,Moi Gómez,2019-07-18,2.0,533,Villarreal,731.0,Sporting Gijon,2019.0,Moisés,Gómez Bordonado,29,Spain,176.0,Villarreal,2019,37.0,26.0,2326.0,Midfielder,6.888888,11.0,18.0,34.0,14.0,5.0,,4.0,,865.0,27.0,83.0,25.0,2.0,23.0,41.0,14.0,44.0,19.0,,24.0,22.0,1.0,0.0,0.0,3.0,,0.0,0.0,
47574,Moi Gómez,2016-07-05,,731,Sporting Gijon,533.0,Villarreal,2016.0,Moisés,Gómez Bordonado,29,Spain,176.0,Sporting Gijon,2016,26.0,24.0,1878.0,Midfielder,6.676923,2.0,16.0,21.0,6.0,2.0,,5.0,,672.0,35.0,76.0,,,11.0,233.0,87.0,58.0,35.0,,10.0,44.0,5.0,0.0,0.0,,1.0,1.0,0.0,
1641,Samu Castillejo,2015-07-01,,533,Villarreal,535.0,Malaga,2015.0,Samuel,Castillejo Azuaga,28,Spain,182.0,Villarreal,2015,28.0,19.0,1698.0,Midfielder,6.585185,9.0,10.0,21.0,6.0,1.0,0.0,1.0,,461.0,23.0,52.0,26.0,3.0,27.0,294.0,125.0,82.0,37.0,,44.0,23.0,4.0,0.0,0.0,,,0.0,0.0,
1701,Manu Morlanes,2022-07-01,,533,Villarreal,540.0,Espanyol,2022.0,Manuel,Morlanes Ariño,24,Spain,178.0,Villarreal,2022,4.0,2.0,158.0,Midfielder,6.90909,2.0,2.0,4.0,2.0,0.0,0.0,,,223.0,3.0,15.0,22.0,5.0,5.0,84.0,45.0,12.0,9.0,,8.0,6.0,0.0,0.0,1.0,,,0.0,0.0,
1701,Manu Morlanes,2021-07-01,,533,Villarreal,723.0,Almeria,2021.0,Manuel,Morlanes Ariño,24,Spain,178.0,Villarreal,2021,0.0,0.0,0.0,Midfielder,6.659259,0.0,0.0,4.0,2.0,0.0,0.0,,,645.0,6.0,20.0,36.0,5.0,13.0,147.0,77.0,15.0,13.0,,11.0,13.0,0.0,0.0,0.0,,,0.0,0.0,
1624,Pepe Reina,2022-07-08,0.0,533,Villarreal,487.0,Lazio,2022.0,José Manuel,Reina Páez,41,Spain,188.0,Villarreal,2022,22.0,22.0,1980.0,Goalkeeper,6.827272,0.0,0.0,,,0.0,27.0,,61.0,742.0,,26.0,,,1.0,6.0,5.0,1.0,1.0,,1.0,,2.0,0.0,0.0,,,0.0,0.0,0.0
