,player.id,player.name,player.firstname,player.lastname,player.age,player.birth.date,player.birth.place,player.birth.country,player.nationality,player.height,player.weight,player.injured,player.photo,statistics.team.id,statistics.team.name,statistics.team.logo,statistics.league.id,statistics.league.name,statistics.league.country,statistics.league.logo,statistics.league.flag,statistics.league.season,statistics.games.appearences,statistics.games.lineups,statistics.games.minutes,statistics.games.number,statistics.games.position,statistics.games.rating,statistics.games.captain,statistics.substitutes.in,statistics.substitutes.out,statistics.substitutes.bench,statistics.shots.total,statistics.shots.on,statistics.goals.total,statistics.goals.conceded,statistics.goals.assists,statistics.goals.saves,statistics.passes.total,statistics.passes.key,statistics.passes.accuracy,statistics.tackles.total,statistics.tackles.blocks,statistics.tackles.interceptions,statistics.duels.total,statistics.duels.won,statistics.dribbles.attempts,statistics.dribbles.success,statistics.dribbles.past,statistics.fouls.drawn,statistics.fouls.committed,statistics.cards.yellow,statistics.cards.yellowred,statistics.cards.red,statistics.penalty.won,statistics.penalty.commited,statistics.penalty.scored,statistics.penalty.missed,statistics.penalty.saved
0,1704,Bruno,Bruno,Soriano Llido,37,1984-06-12,Artana,Spain,Spain,184 cm,73 kg,False,https://media-3.api-sports.io/football/players/1704.png,533,Villarreal,https://media-2.api-sports.io/football/teams/533.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-2.api-sports.io/flags/es.svg,2017,0,0,0,,Midfielder,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,
1,30941,Giampaolo Pazzini,Giampaolo,Pazzini,36,1984-08-02,Pescia,Italy,Italy,180 cm,77 kg,False,https://media-2.api-sports.io/football/players/30941.png,539,Levante,https://media-3.api-sports.io/football/teams/539.png,140,La Liga,Spain,https://media-2.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2017,9,5,444,,Attacker,6.488888,False,4,3,8,10.0,4.0,1,,,,43.0,0.0,57.0,,0.0,1.0,53.0,18.0,5.0,3.0,,11.0,10.0,1,0,0,,,0.0,0.0,
2,44423,Alexis Ruano Delgado,Alexis,Ruano Delgado,35,1985-08-04,Málaga,Spain,Spain,182 cm,75 kg,False,https://media-1.api-sports.io/football/players/44423.png,542,Alaves,https://media-2.api-sports.io/football/teams/542.png,140,La Liga,Spain,https://media-2.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2017,28,25,2183,,Defender,6.714285,False,3,2,10,13.0,3.0,1,,,,482.0,5.0,69.0,6.0,2.0,30.0,148.0,81.0,8.0,6.0,,14.0,20.0,6,0,0,,,0.0,0.0,
3,46784,Dani Giménez,Daniel,Giménez Hernández,38,1983-07-30,Vigo,Spain,Spain,185 cm,81 kg,False,https://media-1.api-sports.io/football/players/46784.png,543,Real Betis,https://media-3.api-sports.io/football/teams/543.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-2.api-sports.io/flags/es.svg,2017,4,4,309,,Goalkeeper,7.200000,False,0,1,25,0.0,0.0,0,0.0,,8.0,67.0,1.0,66.0,,0.0,0.0,3.0,3.0,1.0,1.0,,1.0,0.0,0,0,0,,,0.0,0.0,0.0
4,46852,Carlos Martínez Díez,Carlos,Martínez Díez,34,1986-04-09,Lodosa,Spain,Spain,189 cm,79 kg,False,https://media-3.api-sports.io/football/players/46852.png,548,Real Sociedad,https://media-3.api-sports.io/football/teams/548.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-2.api-sports.io/flags/es.svg,2017,1,0,2,,Defender,,False,1,0,3,0.0,0.0,0,,,,2.0,0.0,50.0,,0.0,0.0,4.0,2.0,1.0,0.0,,1.0,1.0,0,0,0,,,0.0,0.0,
5,47259,Bergara,Markel,Bergara Larrañaga,34,1986-05-05,Elgoibar,Spain,Spain,180 cm,74 kg,False,https://media-2.api-sports.io/football/players/47259.png,546,Getafe,https://media-1.api-sports.io/football/teams/546.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2017,18,18,1469,,Midfielder,6.811111,False,0,6,0,16.0,9.0,4,,1.0,,278.0,2.0,72.0,,0.0,24.0,170.0,83.0,2.0,2.0,,18.0,34.0,5,0,0,,,0.0,0.0,
6,47261,Mathieu Flamini,Mathieu,Flamini,35,1984-03-07,Marseille,France,France,178 cm,67 kg,False,https://media-1.api-sports.io/football/players/47261.png,546,Getafe,https://media-3.api-sports.io/football/teams/546.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2017,8,6,482,,Midfielder,6.500000,False,2,3,2,1.0,1.0,0,,,,97.0,1.0,61.0,5.0,0.0,8.0,49.0,25.0,1.0,1.0,,1.0,15.0,2,1,0,,,0.0,0.0,
7,47280,Beñat,Beñat,Etxebarria Urkiaga,34,1987-02-19,Igorre,Spain,Spain,176 cm,75 kg,False,https://media-2.api-sports.io/football/players/47280.png,531,Athletic Club,https://media-2.api-sports.io/football/teams/531.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2017,24,12,1115,,Midfielder,6.972727,False,12,7,21,13.0,3.0,0,,2.0,,614.0,25.0,87.0,5.0,0.0,28.0,119.0,54.0,12.0,6.0,,15.0,17.0,3,0,0,,,0.0,0.0,
8,47284,Iturraspe,Ander,Iturraspe Derteano,31,1989-03-08,Abadiño,Spain,Spain,187 cm,80 kg,False,https://media-3.api-sports.io/football/players/47284.png,531,Athletic Club,https://media-2.api-sports.io/football/teams/531.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2017,30,20,1901,,Midfielder,6.896666,False,10,7,12,6.0,1.0,0,,,,990.0,22.0,82.0,8.0,2.0,35.0,203.0,110.0,6.0,5.0,,22.0,29.0,7,0,0,,1.0,0.0,0.0,
9,47289,Susaeta,Markel,Susaeta Laskurain,34,1987-12-14,Eibar,Spain,Spain,179 cm,63 kg,False,https://media-3.api-sports.io/football/players/47289.png,531,Athletic Club,https://media-1.api-sports.io/football/teams/531.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2017,34,26,2270,,Attacker,6.820588,False,8,14,12,27.0,12.0,3,,2.0,,687.0,54.0,81.0,4.0,0.0,18.0,312.0,138.0,71.0,37.0,,50.0,20.0,2,0,0,1.0,,0.0,0.0,
