,player.id,player.name,player.firstname,player.lastname,player.age,player.birth.date,player.birth.place,player.birth.country,player.nationality,player.height,player.weight,player.injured,player.photo,statistics.team.id,statistics.team.name,statistics.team.logo,statistics.league.id,statistics.league.name,statistics.league.country,statistics.league.logo,statistics.league.flag,statistics.league.season,statistics.games.appearences,statistics.games.lineups,statistics.games.minutes,statistics.games.number,statistics.games.position,statistics.games.rating,statistics.games.captain,statistics.substitutes.in,statistics.substitutes.out,statistics.substitutes.bench,statistics.shots.total,statistics.shots.on,statistics.goals.total,statistics.goals.conceded,statistics.goals.assists,statistics.goals.saves,statistics.passes.total,statistics.passes.key,statistics.passes.accuracy,statistics.tackles.total,statistics.tackles.blocks,statistics.tackles.interceptions,statistics.duels.total,statistics.duels.won,statistics.dribbles.attempts,statistics.dribbles.success,statistics.dribbles.past,statistics.fouls.drawn,statistics.fouls.committed,statistics.cards.yellow,statistics.cards.yellowred,statistics.cards.red,statistics.penalty.won,statistics.penalty.commited,statistics.penalty.scored,statistics.penalty.missed,statistics.penalty.saved
10,47284,Iturraspe,Ander,Iturraspe Derteano,31,1989-03-08,Abadiño,Spain,Spain,187 cm,80 kg,False,https://media-3.api-sports.io/football/players/47284.png,540,Espanyol,https://media-3.api-sports.io/football/teams/540.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-2.api-sports.io/flags/es.svg,2019,8.0,3.0,240.0,,Midfielder,6.437500,False,5.0,3.0,12.0,0.0,0.0,0.0,,,,54.0,0.0,65.0,2.0,0.0,1.0,4.0,0.0,1.0,1.0,,1.0,4.0,1.0,0.0,0.0,,,0.0,0.0,
11,47290,Aduriz,Aritz,Aduriz Zubeldia,39,1981-02-11,San Sebastián,Spain,Spain,181 cm,77 kg,False,https://media-1.api-sports.io/football/players/47290.png,531,Athletic Club,https://media-2.api-sports.io/football/teams/531.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2019,14.0,0.0,194.0,,Attacker,6.592307,False,14.0,0.0,17.0,7.0,3.0,1.0,,,,31.0,0.0,55.0,2.0,0.0,0.0,,,1.0,1.0,,1.0,7.0,3.0,0.0,0.0,,,0.0,1.0,
12,47295,Moyà,Miguel Ángel,Moyà Rumbo,37,1984-04-02,Binissalem,Spain,Spain,188 cm,83 kg,False,https://media-2.api-sports.io/football/players/47295.png,548,Real Sociedad,https://media-3.api-sports.io/football/teams/548.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2019,13.0,13.0,1170.0,,Goalkeeper,6.953846,False,0.0,0.0,22.0,0.0,0.0,0.0,16.0,,36.0,312.0,0.0,77.0,,0.0,1.0,2.0,1.0,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
13,47316,Zurutuza,David,Zurutuza Veillet,34,1986-07-19,Rochefort,France,Spain,186 cm,79 kg,False,https://media-1.api-sports.io/football/players/47316.png,548,Real Sociedad,https://media-3.api-sports.io/football/teams/548.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-2.api-sports.io/flags/es.svg,2019,5.0,2.0,156.0,,Midfielder,6.440000,False,3.0,2.0,17.0,0.0,0.0,0.0,,,,57.0,0.0,79.0,4.0,0.0,4.0,9.0,5.0,0.0,0.0,,3.0,3.0,1.0,0.0,0.0,,,0.0,0.0,
14,47335,Dídac Vilá Rosselló,Dídac,Vilá Rosselló,33,1989-06-09,Mataró,Spain,Spain,185 cm,74 kg,False,https://media-3.api-sports.io/football/players/47335.png,540,Espanyol,https://media-3.api-sports.io/football/teams/540.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2019,30.0,28.0,2494.0,,Defender,6.682758,False,2.0,4.0,7.0,16.0,3.0,0.0,,,,678.0,17.0,66.0,66.0,5.0,37.0,89.0,45.0,16.0,9.0,,26.0,38.0,9.0,0.0,0.0,,,0.0,0.0,
15,47382,Ramis,Iván,Ramis Barrios,36,1984-10-25,Sa Pobla,Spain,Spain,188 cm,82 kg,False,https://media-3.api-sports.io/football/players/47382.png,545,Eibar,https://media-2.api-sports.io/football/teams/545.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-2.api-sports.io/flags/es.svg,2019,7.0,6.0,459.0,,Defender,6.566666,False,1.0,3.0,5.0,4.0,2.0,1.0,,,,173.0,1.0,81.0,1.0,0.0,4.0,,,3.0,3.0,,5.0,4.0,1.0,0.0,0.0,,,0.0,0.0,
16,47425,Sergio Álvarez,Sergio,Álvarez Conde,35,1986-08-03,Vilagarcía de Arousa,Spain,Spain,180 cm,75 kg,False,https://media-2.api-sports.io/football/players/47425.png,538,Celta Vigo,https://media-2.api-sports.io/football/teams/538.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-2.api-sports.io/flags/es.svg,2019,2.0,2.0,180.0,,Goalkeeper,6.750000,False,0.0,0.0,20.0,0.0,0.0,0.0,1.0,,2.0,33.0,0.0,67.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0
17,70495,Francisco Manuel Rico Castro,Francisco Manuel,Rico Castro,32,1987-08-03,Pontevedra,Spain,Spain,178 cm,72 kg,False,https://media-3.api-sports.io/football/players/70495.png,715,Granada CF,https://media-3.api-sports.io/football/teams/715.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2019,,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,90498,E. Mangala,Eliaquim,Mangala,31,1991-02-13,Colombes,France,France,188 cm,84 kg,False,https://media-1.api-sports.io/football/players/90498.png,532,Valencia,https://media-2.api-sports.io/football/teams/532.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2019,8.0,8.0,675.0,,Defender,6.525000,False,0.0,1.0,10.0,1.0,0.0,0.0,,,,252.0,0.0,86.0,4.0,6.0,7.0,31.0,17.0,2.0,1.0,,1.0,13.0,2.0,1.0,0.0,,1.0,0.0,0.0,
19,268124,J. Paul,Jean,Paul Garcia,18,2002-05-24,,Colombia,Colombia,,,False,https://media-1.api-sports.io/football/players/268124.png,546,Getafe,https://media-3.api-sports.io/football/teams/546.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2019,,,,,Goalkeeper,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,136,Piqué,Gerard,Piqué Bernabéu,35,1987-02-02,Barcelona,Spain,Spain,194 cm,85 kg,False,https://media-3.api-sports.io/football/players/136.png,529,Barcelona,https://media-2.api-sports.io/football/teams/529.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2019,35.0,35.0,3096.0,,Defender,7.150000,False,0.0,4.0,0.0,13.0,6.0,1.0,,,,2407.0,5.0,91.0,30.0,21.0,36.0,89.0,61.0,8.0,6.0,,19.0,31.0,15.0,0.0,0.0,,2.0,0.0,0.0,
21,141,Moussa Wagué,Moussa,Wagué,24,1998-10-04,Bignona,Senegal,Senegal,177 cm,70 kg,False,https://media-2.api-sports.io/football/players/141.png,529,Barcelona,https://media-1.api-sports.io/football/teams/529.png,140,La Liga,Spain,https://media-2.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2019,1.0,1.0,90.0,,Defender,7.200000,False,0.0,0.0,4.0,0.0,0.0,0.0,,,,52.0,0.0,88.0,2.0,0.0,1.0,,,3.0,3.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,
22,199,Šime Vrsaljko,Šime,Vrsaljko,30,1992-01-10,Rijeka,Croatia,Croatia,181 cm,76 kg,False,https://media-1.api-sports.io/football/players/199.png,530,Atletico Madrid,https://media-2.api-sports.io/football/teams/530.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2019,5.0,4.0,363.0,,Defender,7.140000,False,1.0,2.0,3.0,0.0,0.0,0.0,,1.0,,88.0,3.0,65.0,6.0,3.0,8.0,,,0.0,0.0,,3.0,7.0,3.0,0.0,0.0,,,0.0,0.0,
23,392,Adrián López,Adrián,López Álvarez,35,1988-01-08,San Martín De Teverga,Spain,Spain,183 cm,73 kg,False,https://media-1.api-sports.io/football/players/392.png,727,Osasuna,https://media-2.api-sports.io/football/teams/727.png,140,La Liga,Spain,https://media-2.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2019,26.0,17.0,1453.0,,Attacker,6.603846,False,9.0,17.0,13.0,18.0,8.0,2.0,,,,348.0,28.0,71.0,7.0,2.0,4.0,92.0,32.0,45.0,23.0,,6.0,9.0,0.0,0.0,0.0,,,1.0,0.0,
24,745,Isco,Francisco Román,Alarcón Suárez,30,1992-04-21,Benalmádena,Spain,Spain,176 cm,79 kg,False,https://media-1.api-sports.io/football/players/745.png,541,Real Madrid,https://media-3.api-sports.io/football/teams/541.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2019,23.0,15.0,1188.0,,Midfielder,6.969565,False,8.0,14.0,15.0,23.0,14.0,1.0,,2.0,,712.0,23.0,86.0,13.0,0.0,7.0,37.0,20.0,45.0,33.0,,30.0,15.0,2.0,0.0,0.0,,,0.0,0.0,
25,758,G. Bale,Gareth Frank,Bale,34,1989-07-16,Cardiff,Wales,Wales,186 cm,81 kg,False,https://media-3.api-sports.io/football/players/758.png,541,Real Madrid,https://media-1.api-sports.io/football/teams/541.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-2.api-sports.io/flags/es.svg,2019,16.0,12.0,1092.0,,Attacker,6.962500,False,4.0,6.0,14.0,34.0,12.0,2.0,,2.0,,346.0,14.0,77.0,7.0,2.0,6.0,9.0,5.0,29.0,18.0,,10.0,16.0,3.0,1.0,0.0,,,0.0,0.0,
26,917,E. Garay,Ezequiel Marcelo,Garay,34,1986-10-10,Rosario,Argentina,Argentina,189 cm,90 kg,False,https://media-3.api-sports.io/football/players/917.png,532,Valencia,https://media-1.api-sports.io/football/teams/532.png,140,La Liga,Spain,https://media-2.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2019,17.0,17.0,1439.0,,Defender,6.829411,False,0.0,2.0,2.0,6.0,3.0,0.0,,,,765.0,3.0,86.0,12.0,16.0,14.0,,,0.0,0.0,,1.0,10.0,2.0,0.0,0.0,,1.0,0.0,0.0,
27,1571,Francisco Javier  García Fernández,Francisco Javier,García Fernández,35,1987-02-08,Mula,Spain,Spain,187 cm,82 kg,False,https://media-2.api-sports.io/football/players/1571.png,543,Real Betis,https://media-3.api-sports.io/football/teams/543.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-2.api-sports.io/flags/es.svg,2019,8.0,4.0,374.0,,Midfielder,6.471428,False,4.0,1.0,13.0,3.0,1.0,0.0,,,,167.0,0.0,83.0,,0.0,4.0,2.0,1.0,1.0,1.0,,5.0,3.0,2.0,0.0,0.0,,,0.0,0.0,
28,22104,Y. Salibur,Yannis,Salibur,31,1991-01-24,Saint-Denis,France,France,177 cm,76 kg,False,https://media-3.api-sports.io/football/players/22104.png,798,Mallorca,https://media-2.api-sports.io/football/teams/798.png,140,La Liga,Spain,https://media-2.api-sports.io/football/leagues/140.png,https://media-2.api-sports.io/flags/es.svg,2019,4.0,0.0,78.0,,Attacker,6.550000,False,4.0,0.0,11.0,1.0,0.0,0.0,,,,32.0,2.0,87.0,,0.0,1.0,7.0,2.0,3.0,2.0,,4.0,3.0,0.0,0.0,0.0,,,0.0,0.0,
29,46655,Endika Irigoyen,Endika,Irigoyen Bravo,26,1997-01-25,Pamplona,Spain,Spain,176 cm,69 kg,False,https://media-2.api-sports.io/football/players/46655.png,727,Osasuna,https://media-2.api-sports.io/football/teams/727.png,140,La Liga,Spain,https://media-2.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2019,0.0,0.0,0.0,,Defender,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
30,46665,Iñigo Pérez,Iñigo,Pérez Soto,34,1988-01-18,Pamplona,Spain,Spain,178 cm,74 kg,False,https://media-3.api-sports.io/football/players/46665.png,727,Osasuna,https://media-3.api-sports.io/football/teams/727.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-2.api-sports.io/flags/es.svg,2019,22.0,11.0,1074.0,,Midfielder,6.800000,False,11.0,3.0,17.0,19.0,7.0,2.0,,1.0,,388.0,15.0,75.0,15.0,1.0,13.0,49.0,18.0,7.0,7.0,,11.0,16.0,4.0,0.0,0.0,,,0.0,0.0,
31,46725,R. Manaj,Rey Aldo,Manaj,26,1997-02-24,Lushnje,Albania,Albania,182 cm,76 kg,False,https://media-2.api-sports.io/football/players/46725.png,529,Barcelona,https://media-2.api-sports.io/football/teams/529.png,140,La Liga,Spain,https://media-2.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2019,0.0,0.0,0.0,,Attacker,,False,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
32,47288,Mikel San José Domínguez,Mikel,San José Domínguez,33,1989-05-30,Pamplona,Spain,Spain,188 cm,78 kg,False,https://media-3.api-sports.io/football/players/47288.png,531,Athletic Club,https://media-2.api-sports.io/football/teams/531.png,140,La Liga,Spain,https://media-2.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2019,9.0,3.0,354.0,,Midfielder,6.662500,False,6.0,1.0,21.0,5.0,1.0,0.0,,,,94.0,1.0,64.0,9.0,1.0,9.0,,,4.0,1.0,,1.0,6.0,3.0,0.0,0.0,,,0.0,0.0,
33,47413,José Luis García del Pozo,José Luis,García del Pozo,31,1991-01-11,Málaga,Spain,Spain,183 cm,74 kg,False,https://media-2.api-sports.io/football/players/47413.png,537,Leganes,https://media-2.api-sports.io/football/teams/537.png,140,La Liga,Spain,https://media-2.api-sports.io/football/leagues/140.png,https://media-2.api-sports.io/flags/es.svg,2019,25.0,18.0,1571.0,,Midfielder,6.668000,False,7.0,8.0,14.0,24.0,8.0,0.0,,,,729.0,10.0,84.0,29.0,3.0,22.0,43.0,19.0,19.0,14.0,,44.0,45.0,11.0,0.0,0.0,,,0.0,0.0,
34,104858,Otegui,Antonio Islam,Otegui Khalife,25,1998-03-07,Pamplona,Spain,Spain,174 cm,63 kg,False,https://media-1.api-sports.io/football/players/104858.png,727,Osasuna,https://media-2.api-sports.io/football/teams/727.png,140,La Liga,Spain,https://media-2.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2019,0.0,0.0,0.0,,Midfielder,,False,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
35,119217,R. Tugarinov,Roman,Tugarinov,24,1999-10-20,Ulan-Ude,Russia,Russia,187 cm,,False,https://media-1.api-sports.io/football/players/119217.png,540,Espanyol,https://media-1.api-sports.io/football/teams/540.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2019,0.0,0.0,0.0,,Defender,,False,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
36,134838,Gorka Zabarte Moreno,Gorka,Zabarte Moreno,23,1999-01-09,Madrid,Spain,Spain,175 cm,74 kg,False,https://media-2.api-sports.io/football/players/134838.png,727,Osasuna,https://media-2.api-sports.io/football/teams/727.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-2.api-sports.io/flags/es.svg,2019,0.0,0.0,0.0,,Defender,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
37,180156,M. Ezzarfani,Mohamed,Ezzarfani,26,1997-11-15,Nador,Morocco,Morocco,176 cm,75 kg,False,https://media-2.api-sports.io/football/players/180156.png,540,Espanyol,https://media-2.api-sports.io/football/teams/540.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2019,0.0,0.0,0.0,,Attacker,,False,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
38,184635,Iván Amores Alonso,Iván,Amores Alonso,25,1997-05-27,Madrid,Spain,Spain,170 cm,55 kg,False,https://media-2.api-sports.io/football/players/184635.png,537,Leganes,https://media-2.api-sports.io/football/teams/537.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2019,0.0,0.0,0.0,,Midfielder,,False,0.0,0.0,4.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
39,185714,Fran González,Francisco Manuel,González Verjaga,25,1998-08-13,,Spain,Spain,190 cm,,False,https://media-1.api-sports.io/football/players/185714.png,798,Mallorca,https://media-2.api-sports.io/football/teams/798.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-2.api-sports.io/flags/es.svg,2019,0.0,0.0,0.0,,Defender,,False,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
40,1616,Miguel Guerrero,Miguel Ángel,Guerrero Martín,33,1990-07-12,Toledo,Spain,Spain,182 cm,77 kg,False,https://media-3.api-sports.io/football/players/1616.png,537,Leganes,https://media-2.api-sports.io/football/teams/537.png,140,La Liga,Spain,https://media-1.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2019,13.0,9.0,792.0,,Attacker,6.546153,False,4.0,6.0,7.0,14.0,6.0,1.0,,,,145.0,8.0,74.0,1.0,0.0,2.0,104.0,33.0,11.0,8.0,,8.0,16.0,0.0,0.0,0.0,,,0.0,1.0,
41,1706,C. Bacca,Carlos Arturo,Bacca Ahumada,37,1986-09-08,Puerto Colombia,Colombia,Colombia,181 cm,77 kg,False,https://media-3.api-sports.io/football/players/1706.png,533,Villarreal,https://media-3.api-sports.io/football/teams/533.png,140,La Liga,Spain,https://media-2.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2019,19.0,7.0,683.0,,Attacker,6.616666,False,12.0,7.0,27.0,18.0,6.0,2.0,,1.0,,99.0,5.0,69.0,4.0,0.0,0.0,32.0,15.0,14.0,6.0,,6.0,8.0,1.0,0.0,0.0,1.0,,0.0,0.0,
42,2761,F. Bradarić,Filip,Bradarić,31,1992-01-11,Split,Croatia,Croatia,186 cm,78 kg,False,https://media-2.api-sports.io/football/players/2761.png,538,Celta Vigo,https://media-1.api-sports.io/football/teams/538.png,140,La Liga,Spain,https://media-3.api-sports.io/football/leagues/140.png,https://media-1.api-sports.io/flags/es.svg,2019,14.0,7.0,705.0,,Midfielder,6.383333,False,7.0,3.0,10.0,4.0,4.0,0.0,,,,273.0,3.0,70.0,11.0,2.0,16.0,58.0,24.0,7.0,3.0,,5.0,14.0,2.0,0.0,1.0,,,0.0,0.0,
43,46695,A. Ramos,Gustavo Adrián,Ramos Vásquez,37,1986-01-22,Santander de Quilichao,Colombia,Colombia,186 cm,78 kg,False,https://media-2.api-sports.io/football/players/46695.png,715,Granada CF,https://media-3.api-sports.io/football/teams/715.png,140,La Liga,Spain,https://media-2.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2019,7.0,2.0,222.0,,Attacker,6.642857,False,5.0,1.0,14.0,6.0,1.0,0.0,,,,50.0,2.0,66.0,4.0,0.0,1.0,,,1.0,0.0,,6.0,5.0,0.0,0.0,0.0,,,0.0,0.0,
44,46730,Francisco Javier Campos Coll,Francisco Javier,Campos Coll,40,1982-03-10,Benissalem,Spain,Spain,180 cm,77 kg,False,https://media-3.api-sports.io/football/players/46730.png,798,Mallorca,https://media-3.api-sports.io/football/teams/798.png,140,La Liga,Spain,https://media-2.api-sports.io/football/leagues/140.png,https://media-3.api-sports.io/flags/es.svg,2019,9.0,4.0,468.0,,Defender,6.588888,False,5.0,0.0,30.0,4.0,0.0,0.0,,1.0,,149.0,3.0,58.0,6.0,4.0,11.0,14.0,7.0,0.0,0.0,,3.0,8.0,2.0,0.0,0.0,,,0.0,0.0,
